request_id,variant,latency_ms,predicted,true_label,correct
b9627943-a942-47ef-b9c1-51c340dbbf31,A,6.653,0,0,1
6e83b796-920f-4920-806d-9571f1f53f1c,B,6.563,0,0,1
b71ac0d2-4a43-486c-93e3-f757912697c7,A,6.365,1,1,1
44c1a14e-6a00-46a0-9d91-1b29c0bfa086,A,6.882,0,0,1
a7149030-4351-40bf-8c0e-f84895c11422,A,6.061,1,1,1
77b99be3-f6ff-4fc2-817e-7047a9459d3c,A,6.308,0,0,1
f9fbe985-d49b-4ce1-b31e-25385f1babbd,A,7.299,0,0,1
030b9996-c379-4d71-b78b-ca08fa529856,A,6.569,0,0,1
07da277c-53d2-4624-aa19-233bdb898325,A,6.369,0,0,1
b4395adc-3622-4129-8f1a-f722e8a8f58d,A,6.305,0,0,1
015565e3-9966-4373-a821-7d8b2d488088,B,7.214,0,0,1
d06707a4-a3e5-41af-a6e9-215c877aa6da,A,6.252,0,0,1
3ec06a93-3969-4c44-91e1-afbebf07b6df,A,6.607,1,1,1
063fcbdd-3d68-4689-ac55-a5f63fc9c16c,A,5.997,0,0,1
29bac0c9-4359-44d5-9449-94eb0c28d929,B,6.592,1,1,1
d36ee568-b1a9-47d9-94f9-94f4280483a0,A,7.037,0,0,1
dabbd2ab-5e23-4947-9e10-648e74f54809,B,7.675,0,0,1
0a0cc0c6-f2e0-4816-8db0-f7887203c2f8,A,7.113,0,0,1
7cdb8977-c7b5-4a7c-af63-1a0b3df549ef,B,6.315,0,0,1
3c4b4485-9691-46ad-bccc-781c48b09a08,A,6.483,0,0,1
4e3c9ba5-bfb0-4b27-af89-50198532aad0,A,6.571,0,0,1
0d1c039a-58cf-485d-9e57-96b4d452bed7,B,6.745,0,0,1
c970f3dd-f2fa-4bbb-9a74-ef7462628fc4,A,6.279,0,0,1
e3c12ec2-6f24-4e42-be7e-04be4d504350,B,6.088,0,0,1
22da5046-4e5a-4af3-89d0-81b1fa03d169,B,8.615,0,0,1
7903bd4b-0e99-4280-a9ab-fab7f86ff717,B,6.713,0,0,1
b11e8e96-4f9b-4d61-b0e4-0850216c4247,B,6.718,0,0,1
67f37c1b-51db-4752-b62e-09d22e3db39d,B,6.461,0,0,1
72d0c9ac-3dcd-49a0-ba33-0df00c8303f0,A,6.409,0,0,1
9460a8fc-c29b-409e-9768-3b75165d3b64,A,6.245,0,0,1
bf979d41-6891-427b-8cc7-a0c944d5b13a,B,7.810,0,0,1
6df3f310-31fc-4bc5-917b-13022d465628,A,6.722,0,0,1
6059c428-0087-4fea-b671-ce1baa2e4680,B,6.438,0,0,1
b25bc9cb-d135-4936-b178-7d21a6e37397,B,6.951,0,0,1
22885408-ec6b-46ee-a4cc-7242f6ef08bc,A,9.010,0,0,1
54a1166e-f00d-417d-9f23-a4453adad4c6,B,7.680,0,0,1
0d1d7030-2d6d-47de-b14b-44f2200fe64c,B,7.237,0,0,1
9f2d0f88-bb18-4563-9c29-040b36ef982a,B,6.625,0,0,1
e7ce9d20-97ec-4843-91a9-e25f0e53d917,B,54.416,0,0,1
2ac8326c-2508-44e3-bf59-55f26872c47a,A,6.986,0,0,1
df7aabb4-77ac-4c48-81e6-de09e5a66533,B,7.759,0,0,1
756c84cb-c6f5-4e78-80f1-f0695f8972ea,A,8.767,0,0,1
c98a24f0-ab67-4e92-8955-9e98646f31a2,A,7.483,0,0,1
0fffd79b-ea3d-4ea1-91b9-8449d498d1ca,A,7.293,0,0,1
cc2cb3a9-833a-40ee-a2f7-2ac15f521e47,B,6.991,0,0,1
dc99d02b-f5af-485f-9d11-f509d0edc2c2,B,6.953,1,1,1
c0341b41-1908-4297-9f0a-183dc2d9f9b7,A,6.765,0,0,1
393821cf-e4ec-4f9b-b8d1-fba446b42089,B,6.803,0,0,1
5f69448f-4b79-4092-be20-74a6667799e3,B,6.433,0,0,1
b7352e4a-8f53-4d60-99dd-d23fe8f90cfb,A,5.771,0,0,1
501851d8-b27d-4dd5-96ca-78719a800675,A,6.464,0,0,1
a8909cfc-0eb9-4172-a5e9-cb71149e8c9b,A,6.360,0,0,1
c2f12b10-df3f-4451-9eda-ba8b13177e8d,A,6.246,0,0,1
8a91018e-84aa-4517-867d-8a1fca95ce17,A,6.536,0,0,1
c7bc5360-f54d-4f6f-8e6c-2d544d0d6164,B,6.929,0,0,1
44a956bd-e863-4d96-a8e9-f62f1ef08cd6,A,6.623,0,0,1
4f78443d-13b6-49d8-970d-d9bd7de973d6,A,6.874,0,0,1
e01578ca-8edc-466f-9a16-b2cf5679e82a,B,6.853,0,0,1
ec4a6998-49be-4fde-854a-960c74d4f006,B,7.166,0,0,1
d3c9243a-8531-4f1d-9a07-2441f38c8885,B,6.553,0,0,1
1a6a92bd-45b3-437e-bc95-174ccded1082,B,6.420,0,0,1
2692711a-1169-4075-b6ee-931d8f3c5294,A,7.571,0,0,1
17443a90-9b55-4b48-988f-2ca5226ef071,B,7.545,0,0,1
00d90f44-dcfc-4a76-8504-ad174a870f2b,B,6.341,0,0,1
e10c5cb4-8583-4581-8db2-faef17b09a45,B,7.355,0,0,1
d7d4b2cb-48f7-45c2-8815-de392270dfda,A,6.910,0,0,1
040ab2a4-97d3-4ba6-b4d3-f23cf4e2b07e,A,6.617,1,1,1
a83937f3-e401-4a90-bf10-81bdce501510,A,6.978,0,0,1
945936af-d8a0-40bd-8272-b807cb366339,A,6.825,1,1,1
47b21e90-17b3-4af9-a628-310aadc79163,B,7.424,0,0,1
0df62a9d-c8fc-4b52-ab3a-847ede4c2108,A,6.875,0,0,1
e0a93b55-42ad-4718-99ad-2c51fc74ccc7,B,7.532,1,1,1
f1bf1111-abbb-451b-ac91-fee229a8ee32,B,6.881,0,0,1
f9efbccd-4f13-4628-aca8-327746c92f9a,A,6.725,0,0,1
9b0b8260-1d38-411e-b7da-27d517d137f9,B,7.330,0,0,1
b61c123f-4385-45c7-80fd-8099e57fce87,B,6.958,0,0,1
a64301bd-bcb1-452d-adc3-0ebacb38f501,B,7.357,0,0,1
bb465443-7ae0-43ef-b771-514e98ec1d43,B,6.873,0,1,0
46c7d666-bab0-4c4d-acc5-7931f451f6bf,B,6.967,0,0,1
0cba49cb-3dd3-4394-a366-97669ab825d0,B,7.385,0,0,1
76d2c7bd-ecd3-4872-aa62-b91f3fdeaebf,B,7.056,0,0,1
739d1641-bcb1-4efb-bc8a-57dc20e1c33a,B,6.842,0,0,1
61283b5b-6a6a-465f-8afb-931295e00d0b,A,6.568,0,0,1
0702953d-5c17-4d24-ad18-de506b653dee,B,7.729,0,0,1
965f5b4d-6e41-4be0-b301-24e57b0f54f4,A,6.736,0,0,1
47d3b65c-4c30-4e98-b8b3-245b20c570be,B,7.213,1,1,1
a0988e59-7fc5-4d06-9963-c2cc1a188f2c,B,7.607,0,0,1
b2f73e10-17eb-45b6-8439-4f9af5a12dad,B,7.373,0,0,1
47b0ed4d-47b0-4402-a587-fbcd6b904f5a,B,9.056,0,0,1
669bb23a-f912-4bf7-9ed0-d97f83a02e2d,A,7.099,0,0,1
790f55e2-9fb0-40fd-9477-c1a9c6a1d50a,B,7.380,0,0,1
61ce7a26-5784-498c-8ef9-44b0ee1e83e1,A,8.542,0,0,1
d519326d-256d-42e9-9249-6dd2cbcf1edb,A,8.441,0,0,1
4d5f14fe-e4fc-4d6c-8bd9-8c1bcb8e921d,A,6.952,0,0,1
cad5e3d7-8ca4-40af-a2eb-a05e074ce70d,B,7.038,0,0,1
649aa68e-a8e1-457c-89ad-e678998bdf02,A,10.139,0,0,1
a7a88a6a-7cd6-4d24-8457-29e9b26f9044,B,9.079,1,1,1
2b8783e5-79b9-4f9d-94e1-7c264af16dcc,B,7.849,0,0,1
ce58d1a0-925e-483a-885c-de9316de374d,B,7.066,0,0,1
5f235028-364c-4314-9cb9-ae5cda76c2bb,A,6.615,0,0,1
3519eaea-40ad-4e00-87aa-c32ae37c6439,B,7.302,0,0,1
545c5857-bf1b-4329-a45f-a6a7f1f36214,B,7.652,1,1,1
6ae2d731-d4f1-471d-bf79-50c43cae5027,A,6.964,0,0,1
bd2f242b-b93f-4a70-8f81-686a092f2230,B,7.541,0,0,1
36fbe92e-9267-44f4-92d2-03c9c538f782,B,6.576,0,0,1
a3cd517f-16a2-4902-93cc-ad03fb8d611d,A,6.632,0,0,1
8334fe13-fd66-4bd8-83c6-a730738001b6,A,6.257,0,0,1
cf2bf70f-6346-4f3f-8d57-a8bc79037cc9,A,5.943,0,0,1
88a1e988-1096-4a88-8758-d7f902ef3ceb,A,6.654,0,0,1
ffca9dc3-58f0-40a7-854b-53b7232b507d,A,6.443,0,0,1
0872a832-f849-42fc-9e9c-52ca7538bdbd,A,6.749,0,0,1
81729318-7452-4b51-b03c-9c104022dba4,A,6.542,0,0,1
1c62bef9-509f-454f-b200-16ee116d4d0b,A,6.502,0,0,1
32c2e4e0-3d9b-4e3e-8521-23ab27c72709,A,6.370,0,0,1
b73ebfc9-992c-42fc-a69b-590ce16d4b1e,A,6.310,1,1,1
c392c6ca-97c8-415b-80d4-51248768a377,B,6.383,0,0,1
a463fa83-ee3d-4d83-9a77-cbb8a3c8b4a3,A,6.225,0,0,1
91a6c7c7-46ca-448c-bce0-4be84f06211b,A,6.813,0,0,1
c7b40199-454f-4cc7-b12c-1ce0f3762ba4,A,6.652,0,0,1
cc9ebb62-2fb1-41a4-8cca-4ea84ca1e732,B,6.584,0,0,1
062e1063-a050-404b-a31b-ebb48f0a7c8c,A,6.411,0,0,1
407bb1a7-bdea-42db-8917-1500b313b786,B,6.797,0,0,1
c899ff34-806b-4763-99dc-976ca65e5fb9,A,6.241,0,0,1
0f0d8b6b-5bcd-482e-b1f9-1d3b60c15a9b,A,6.873,0,0,1
444d42ad-f470-40a7-800c-fc7426c67e39,B,6.888,0,0,1
bc4aaa69-3e9c-407b-ab32-77f99dcb9422,B,6.910,0,0,1
b910a5ad-5874-47cc-be2b-53d406ec93e1,A,7.176,0,0,1
0f3218ab-e687-4b71-b69c-49eb3b9f76b4,A,6.613,0,0,1
5786f173-74b9-41a2-a5a8-ff7f1946006c,A,6.787,0,0,1
08c5b7e0-9808-4db3-a0bd-7ba29b249650,A,6.449,0,0,1
e6254262-0c89-435d-bb48-c01b964f4e08,B,7.758,0,0,1
de9f0bbb-05d7-4920-a086-9a484925de64,A,5.904,0,0,1
99a01b6e-f595-4c71-9ec6-58dd00bc6ad3,B,6.981,0,0,1
c0d858f4-20b2-46a4-8ef3-de78922ec2d3,B,7.206,0,0,1
bc69b6f5-93db-48e5-835e-823c7f7d059e,B,7.190,0,0,1
9788b9da-f4fb-4d3a-a9e7-e4fd239660ff,B,6.575,0,0,1
59ab116f-b2d4-4aae-8b19-fd00b3216fa9,B,7.044,0,0,1
e13c241d-f4fa-47cd-a3aa-d98366ce84a9,A,6.709,0,0,1
ce4df180-ecad-4d59-bed3-6802a9c58437,B,6.626,0,0,1
a9b7c957-6cc9-4a58-9530-735e86279d7d,B,6.937,1,1,1
f2f263dd-c928-49f5-96ad-74e9cff12413,B,6.842,0,0,1
6769688d-1ec2-4c83-b5fd-60aa3b81958e,A,7.071,0,0,1
5fee9db9-c923-4fe3-9d2e-b6b0bc3c49d1,B,6.911,0,0,1
afc9af6f-73db-4311-990f-b6e048010eb2,A,7.137,0,0,1
908f3791-087c-4bf5-8fa8-3160d9708e79,B,7.197,1,1,1
a8fe9469-cbb2-4db7-807b-e57592cab8d9,B,6.765,0,0,1
24e7d0e9-b727-4ece-9c42-613e63603a18,A,6.777,0,0,1
1fd99f6f-8790-4c67-aa7c-b327fe0102cf,B,7.073,0,0,1
ebd92dde-cf04-427e-86b3-44f008f8298e,A,6.493,1,1,1
ca34d4af-a903-4d5a-9394-4eb54312062a,A,6.204,0,0,1
29a71a7e-09fa-4b43-8824-7ad3d2f7421d,A,6.776,0,0,1
2079f724-989c-48f5-b5b5-1f8ce18e7de5,B,7.059,1,0,0
ead1acc7-a434-4656-91b3-f4920511f138,B,7.178,0,0,1
36ab94b4-d739-4680-889c-eff276a8fea8,A,7.325,1,1,1
7c55ae74-dcea-4310-b378-8a58d1b96657,B,6.889,0,0,1
c94f4d4b-dd8a-457b-95eb-8b57b9856f10,A,7.001,0,0,1
7b71db7a-6160-4cb7-9ac2-559a6794eec7,B,8.226,0,0,1
56a57bb8-e3ab-492c-871c-8083a65da26a,A,6.570,0,0,1
392c2c00-c37f-4d91-a297-d077154e4fae,A,6.890,0,0,1
f2adffb2-d910-4c37-9659-d0fb4d4ed165,B,7.002,0,0,1
ffe15334-8731-4915-bbf5-f5b6c61e1167,A,6.693,0,0,1
a7c59d28-37d0-477f-8680-389d9be81b8f,A,6.572,0,0,1
9aa2743a-4e8f-4e82-b0f4-7d1b751ec86d,A,7.157,0,0,1
1eb74d97-93a7-4463-93f8-abad52a315ca,B,8.222,0,0,1
7a6a6399-c494-4b9a-82ba-6860a47e0648,A,7.125,0,0,1
86ac0afe-15b8-4d2d-86b7-a8a25e7b1aab,B,8.795,0,0,1
5a8970e0-8d3e-4d81-856b-da572ecfa04d,A,6.924,0,0,1
6cdfebde-562b-446e-bcd0-5f4f1cf5962f,B,7.018,0,0,1
bbb2ab9a-edc0-4ed7-a3fc-fdafa710da65,A,6.538,0,0,1
c59e98b3-697e-4678-9056-a6911b68a97b,B,7.368,0,0,1
30fceaa1-be40-4f82-a262-37245a9bd800,A,6.921,0,0,1
78115c77-0d5a-40cd-a201-6f9e62353016,A,6.613,0,0,1
cbe40608-d7d1-42ed-bdc0-8f31af200066,B,7.201,0,0,1
0da89cd6-3c63-4922-90b8-f154c9c5ac0a,A,7.312,0,0,1
ed7a547c-dc95-4f30-ae6c-066aee3ae9eb,A,6.660,0,0,1
50922854-6ebc-4836-a349-f42840e00afa,A,6.886,0,0,1
686ecd50-5a30-4ebd-ac40-80affbfac34f,B,7.458,0,0,1
790651bf-1bd0-4d89-a227-0e2be1cb682c,B,6.752,0,0,1
e01bbc6d-1db6-46db-a056-c49fb678073a,A,6.792,0,0,1
4ac018b3-c1a6-45a6-adc6-43b29a333e36,B,6.990,0,0,1
3dd20e37-e2b9-4831-bf88-22cae12b1476,B,6.999,0,0,1
9466ac2d-f7b7-4687-85dc-1c2fc276c7ea,A,6.820,1,1,1
e0d3bc81-5727-404f-bcb9-d6d669dbf37c,B,7.185,0,0,1
7dc02f42-df0c-478a-9f9c-e9ce434bcab1,A,6.573,0,0,1
8dc10ce6-5c46-4206-b12d-f417d3f5526d,A,6.312,0,0,1
1458bf18-7ff6-4765-9c1c-240b613ecd01,B,6.875,0,0,1
30c66cf1-aca1-4bd8-b23c-1580ea046a45,B,6.861,0,0,1
a029ff0e-ec04-4c09-b3db-ff0f7a927193,A,7.514,0,0,1
85ad08a9-82ad-4198-991e-2c1ce71bed92,A,6.383,0,0,1
a21a9587-688e-4a6e-b2fd-72482ad5541c,B,6.574,0,0,1
18e0d3dd-4d3d-40cb-80a4-a6ed1ff4c87c,B,7.032,1,1,1
002a10af-cb8b-4ee0-8ecd-8a9ceaa480bd,B,6.918,0,0,1
3a9e2363-958b-43c5-8fe8-11127d697d52,A,6.985,0,0,1
343a6e56-e429-4091-ad4e-f3a27be6e4bc,B,7.066,0,0,1
a8d33fa0-a632-474d-a520-e1f45f2dd7a0,B,7.190,0,0,1
b20cff81-6bb7-4a88-aec3-b85d51915c22,A,6.152,0,0,1
fe93db7b-01af-4ad1-8e69-ae73ea9ec584,A,6.669,0,0,1
48ffbbb9-2664-4381-8004-f8f60bed9c52,B,7.403,0,0,1
0e04d605-0592-4708-80ab-c622e60e6a1b,B,6.977,0,0,1
7f16b5c2-c76b-4f76-a38a-b25408ecb648,A,6.526,0,0,1
dba411ee-3a22-4d06-b332-65c334e366ac,B,7.201,0,0,1
b9aa1062-b641-4731-913d-17f474f8b5a5,B,7.226,0,0,1
062fe8b8-27bd-4571-b57d-a7f75bb62b66,A,6.599,0,0,1
adbc3611-4d21-45f7-9571-a238e83d46c1,A,7.307,0,0,1
073accf2-8ec1-4a61-b5df-c9056d2e0ebf,B,6.890,0,0,1
e5130217-a8b3-45d9-851b-a4025e5f06d7,A,6.534,0,0,1
42272f9b-23c3-4c0e-91c5-a772ee9244da,A,6.700,0,0,1
150161ea-e21d-47ae-9dff-0129f08c2fd8,B,7.075,0,0,1
6b410255-27f9-4675-96b6-b6a3981385f1,A,6.549,0,0,1
be36b82f-6893-4df6-be1c-ecffc4af0178,A,6.004,1,1,1
c96f1943-9fd2-44d8-9fe8-3331e08855b7,B,7.039,0,0,1
39ef5e3a-ecf1-4e7d-aed1-003e1cf7ecbb,B,6.963,0,0,1
68936f29-267c-40e1-b848-2f007fe40630,A,6.096,1,1,1
7aef31b1-c487-4b8a-996d-8b18f442939c,B,6.667,0,0,1
c71af9e0-9e0f-4af0-9737-255e36bab171,B,7.235,0,0,1
d93c87f3-19ca-4e38-80bb-be10a1f47abe,B,6.831,0,0,1
f9f9134d-6400-4c08-aa4e-e7adcc7e8123,B,6.299,0,0,1
b97bc2a2-1f5f-4aa2-8090-83d7b0f20d0b,A,6.844,0,0,1
a2292b9c-ed18-4123-bc26-88a77ce7fd97,B,7.372,0,0,1
4b42e393-a639-4d14-b99b-37e07ea22910,A,6.575,1,1,1
c318e069-d6ef-4cba-8abc-276b4b4162be,A,6.484,0,0,1
938bb9d6-cf37-4256-a0bd-e38ede96723c,A,7.285,0,0,1
6921b8f1-864a-4f2a-9106-6accd3a4f583,B,6.573,1,1,1
b826a64a-d1a7-4fdf-ad5a-66bfc5d3b3a8,A,6.624,0,0,1
7b3e1422-5724-4d60-98e4-b3391ee8bcc3,A,6.894,0,0,1
9d3226d2-271c-4685-b4b5-954e8f009d39,A,5.852,0,0,1
185b213a-0cab-4b35-919c-cd7428fb41cc,A,5.809,0,0,1
c24edc37-6233-493d-a1cf-268e71e88e06,B,6.450,0,0,1
f6be8417-430c-4804-ab86-9fd9edfe7d9e,A,6.367,0,0,1
8376cfda-9db6-4f16-8a7c-46e999f918a5,B,7.368,1,1,1
2ff2b371-1735-476c-ac1f-17b6d426e381,A,6.506,1,1,1
705b4c07-03d7-42bb-b343-5882d5d036cd,A,6.873,0,0,1
697b5383-118f-404a-a86a-4bcd68ff5313,A,6.533,0,0,1
58c0eba4-e24a-4fa0-b490-0fa362f4802c,A,7.221,0,0,1
0804fb47-8992-4e84-9358-0f8bdd4c7926,B,6.834,0,0,1
21c307d8-f5ed-4392-adf5-00927749308b,B,6.618,1,1,1
22449038-548b-4f43-bb93-be8770ac34cd,B,6.673,0,0,1
638509de-6108-474a-9889-0c168eb19629,B,7.684,0,0,1
7a00106d-a562-47cd-b474-35742b5b55c0,B,8.033,1,1,1
e4071dbd-885c-40d8-bb38-d771d3b92693,B,6.751,0,0,1
0ce16f85-5a78-49a9-aa7b-b73b577b0b77,B,6.684,0,0,1
050659e3-0929-42d5-a582-13447505a43e,B,9.544,0,0,1
dc13b410-bd81-4169-9df1-2ac971588701,B,6.845,0,0,1
c19c477c-3ddc-47e9-80b9-63187c86f5c0,B,6.365,0,0,1
85f0f535-a4f1-4ad6-99a5-387bcab2832e,B,6.615,0,0,1
b5817c89-b137-4e18-acb4-e3ee404bb841,A,6.426,0,0,1
18b80519-02df-4973-8082-0221f0c3dc69,A,6.323,0,0,1
36111a3e-fd79-408b-b4c9-641204f09e0a,A,6.759,0,0,1
6924d4ce-bc1d-4005-afa3-ee47c73f12c6,A,6.884,0,0,1
e4d823bc-f9bc-40a9-b298-7fe71f4ab6bc,A,6.610,0,0,1
9a716967-7da0-45c6-83a6-a2c1438e8fb9,A,6.051,0,0,1
f8d477c8-3d30-42eb-b9dd-b85dd3c1eec9,A,6.742,1,1,1
6d231ea8-470f-4150-af87-6829290b814f,A,6.401,0,0,1
b27d977c-883a-4a04-9c55-f74a4d399aad,B,6.622,0,0,1
7f1d7b65-f8ed-4d30-b7ed-cfeba6448b42,A,6.000,0,0,1
afac35f0-cda1-49c5-bd0f-46daa36f715e,A,6.617,0,0,1
a5f802c3-1985-4eab-82de-20ac0bfe18aa,A,5.837,0,0,1
cd3d5657-26b3-4a13-848f-63bc2b1dc3d2,A,6.159,0,0,1
cd868d1e-8b1a-4fb9-a1d2-789beb415181,A,7.056,0,0,1
7869ba89-7e74-45a3-a992-730b0fb8930b,B,6.754,0,0,1
7fdb52a0-305a-4cfc-8281-e7ba230361a7,B,6.649,0,0,1
1764f0dc-e835-42bd-8879-75ed4808eebb,A,6.653,1,1,1
cf7cf48a-e55c-4d62-9292-a141aba4f9cf,B,7.058,0,0,1
804778e3-a45c-4cb1-930d-e3d495515bdc,B,6.808,0,0,1
a48025c8-faa9-413f-923a-705bf921c00c,B,7.474,0,0,1
44afa8c0-21a4-484c-aef9-dc2d955d76b0,B,7.500,0,0,1
adefe3b2-3354-4a6e-bf30-aaf69906b7d5,B,8.023,0,0,1
44a6a3e8-7496-4221-82ef-42b383fc80f0,A,6.741,0,0,1
16759630-6a30-4c07-86f1-deaf74889dcb,B,7.407,0,0,1
70f55cca-6f48-4253-8515-543e5afac1df,A,6.510,0,0,1
f2a74dda-3196-4af7-abe7-775bdf45a29a,A,6.476,0,0,1
23cd296e-f8a7-4b6a-9475-888204dcdc53,B,6.817,0,0,1
371f7757-12d6-4161-923e-95b8448c6507,B,6.717,0,0,1
3abbc3c4-8dc6-45bc-bb6b-3509428f4a67,B,7.013,0,0,1
dc279c75-c4f0-44aa-b909-f4ac90726636,A,6.076,0,0,1
830c2cc1-ce7f-4346-a661-599bef262767,B,6.698,1,1,1
603d403f-4095-4662-84f3-cd6f80fbb450,A,7.240,0,0,1
8f52b45b-34c1-46a1-987e-e367c2aa1870,A,6.470,0,0,1
628f4720-c2ec-42ca-9acc-b04e359992d5,B,6.843,0,0,1
16cca883-6ba7-48dd-89ba-11c346a507be,B,6.999,1,1,1
04232c67-65f6-4262-81b8-4edfb383178e,A,6.998,0,0,1
d640e5c4-5130-457b-91f9-fdc4e8e8af91,A,6.281,0,0,1
453fdb0b-f74e-448c-ac3c-144ce505af66,A,6.714,0,0,1
0111b203-f25f-48ee-b824-4ae1298b26d5,B,7.262,0,0,1
d608b492-6bf2-4ad8-aad4-1a265dd1f759,A,6.433,0,0,1
dc50c20a-39e5-4b25-a44e-22ce9aa85a9e,B,6.720,0,0,1
ef032f31-bef4-4e89-bfcb-91fa9d769232,B,6.989,1,1,1
77b0f994-77d1-4aac-b2ef-d4856e50e70d,B,6.281,0,0,1
62c37345-e28a-4663-a24f-c61b18b8517a,A,6.133,0,0,1
cefb6f1a-9c2f-403f-8c29-2482963e815a,B,7.258,0,0,1
42dae189-626d-49b2-9f98-3d5bc4c31f4d,B,6.567,0,0,1
8c2a9e9c-5e37-4b5e-9341-4a1e4598f3dd,A,6.256,1,1,1
0713f3a7-facb-4f2a-b58c-2a56256572ac,B,7.553,0,0,1
366588e5-2490-4852-a045-5ab650070a0b,B,7.226,0,0,1
3ee6b555-3f9c-4108-af08-916ec488bd66,A,6.704,0,0,1
aaf4d3f8-0e0f-4b12-a3a0-419d1e253471,A,6.816,0,0,1
90202827-0dcf-4c7c-93c8-72978c201f90,B,6.641,0,0,1
